System,Complexity,NDCG@10,Recall@10,Query
qalf,Complex,0.43067655807339306,1.0,Did BERT's best performance on the Argument Reason...
vector_only,Complex,1.0,1.0,Why are the results of BERT with a mean of 71.6% n...
fixed_rrf,Complex,1.0,1.0,Why are the results of BERT with a mean of 71.6% n...
adaptive_fixed,Complex,1.0,1.0,Why are the results of BERT with a mean of 71.6% n...
qalf,Complex,0.6309297535714575,1.0,Why are the results of BERT with a mean of 71.6% n...
vector_only,Complex,1.0,1.0,What is the test set accuracy of BERT (Large) as r...
fixed_rrf,Complex,0.6309297535714575,1.0,What is the test set accuracy of BERT (Large) as r...
adaptive_fixed,Complex,0.6309297535714575,1.0,What is the test set accuracy of BERT (Large) as r...
qalf,Complex,0.6309297535714575,1.0,What is the test set accuracy of BERT (Large) as r...
vector_only,Complex,0.5,1.0,What function is used to determine a probability d...
fixed_rrf,Complex,1.0,1.0,What function is used to determine a probability d...
adaptive_fixed,Complex,1.0,1.0,What function is used to determine a probability d...
qalf,Complex,1.0,1.0,What function is used to determine a probability d...
vector_only,Complex,1.0,1.0,Who is the former leader of Jemaah Islamiya that w...
fixed_rrf,Complex,1.0,1.0,Who is the former leader of Jemaah Islamiya that w...
adaptive_fixed,Complex,1.0,1.0,Who is the former leader of Jemaah Islamiya that w...
qalf,Complex,1.0,1.0,Who is the former leader of Jemaah Islamiya that w...
vector_only,Complex,1.0,1.0,What are the implications of Pakistan's Internatio...
fixed_rrf,Complex,1.0,1.0,What are the implications of Pakistan's Internatio...
adaptive_fixed,Complex,1.0,1.0,What are the implications of Pakistan's Internatio...
qalf,Complex,1.0,1.0,What are the implications of Pakistan's Internatio...
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the docume...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the docume...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
vector_only,Simple,0.0,0.0,How many pages does the report have in total?...
fixed_rrf,Simple,0.0,0.0,How many pages does the report have in total?...
adaptive_fixed,Simple,0.0,0.0,How many pages does the report have in total?...
qalf,Simple,0.0,0.0,How many pages does the report have in total?...
vector_only,Simple,0.0,0.0,When was the document approved?...
fixed_rrf,Simple,0.0,0.0,When was the document approved?...
adaptive_fixed,Simple,0.0,0.0,When was the document approved?...
qalf,Simple,0.0,0.0,When was the document approved?...
vector_only,Simple,0.0,0.0,What is the title of the document?...
fixed_rrf,Simple,0.0,0.0,What is the title of the document?...
adaptive_fixed,Simple,0.0,0.0,What is the title of the document?...
qalf,Simple,0.0,0.0,What is the title of the document?...
vector_only,Simple,0.0,0.0,What is the main content of the last page of the d...
fixed_rrf,Simple,0.0,0.0,What is the main content of the last page of the d...
adaptive_fixed,Simple,0.0,0.0,What is the main content of the last page of the d...
qalf,Simple,0.0,0.0,What is the main content of the last page of the d...
vector_only,Simple,0.0,0.0,On which page does the document present the Append...
fixed_rrf,Simple,0.0,0.0,On which page does the document present the Append...
adaptive_fixed,Simple,0.0,0.0,On which page does the document present the Append...
qalf,Simple,0.0,0.0,On which page does the document present the Append...
vector_only,Simple,0.43067655807339306,1.0,What organization provides technical assistance to...
fixed_rrf,Simple,1.0,1.0,What organization provides technical assistance to...
adaptive_fixed,Simple,1.0,1.0,What organization provides technical assistance to...
qalf,Simple,1.0,1.0,What organization provides technical assistance to...
vector_only,Complex,0.6309297535714575,1.0,What specific measures does Prosper Africa intend ...
fixed_rrf,Complex,1.0,1.0,What specific measures does Prosper Africa intend ...
adaptive_fixed,Complex,1.0,1.0,What specific measures does Prosper Africa intend ...
qalf,Complex,1.0,1.0,What specific measures does Prosper Africa intend ...
vector_only,Simple,0.0,0.0,When was the document approved?...
fixed_rrf,Simple,0.0,0.0,When was the document approved?...
adaptive_fixed,Simple,0.0,0.0,When was the document approved?...
qalf,Simple,0.0,0.0,When was the document approved?...
vector_only,Simple,0.0,0.0,What is the second footnote in the document?...
fixed_rrf,Simple,0.0,0.0,What is the second footnote in the document?...
adaptive_fixed,Simple,0.0,0.0,What is the second footnote in the document?...
qalf,Simple,0.0,0.0,What is the second footnote in the document?...
vector_only,Complex,0.5,1.0,What sectors are mentioned where U.S. businesses a...
fixed_rrf,Complex,1.0,1.0,What sectors are mentioned where U.S. businesses a...
adaptive_fixed,Complex,1.0,1.0,What sectors are mentioned where U.S. businesses a...
qalf,Complex,1.0,1.0,What sectors are mentioned where U.S. businesses a...
vector_only,Complex,0.5,1.0,What is the USAID Africa Trade and Investment Acti...
fixed_rrf,Complex,1.0,1.0,What is the USAID Africa Trade and Investment Acti...
adaptive_fixed,Complex,1.0,1.0,What is the USAID Africa Trade and Investment Acti...
qalf,Complex,1.0,1.0,What is the USAID Africa Trade and Investment Acti...
vector_only,Complex,0.0,0.0,What section in the Table of Contents details the ...
fixed_rrf,Complex,0.0,0.0,What section in the Table of Contents details the ...
adaptive_fixed,Complex,0.0,0.0,What section in the Table of Contents details the ...
qalf,Complex,0.0,0.0,What section in the Table of Contents details the ...
vector_only,Complex,0.38685280723454163,1.0,Are surplus lines insurers subject to approval by ...
fixed_rrf,Complex,0.6309297535714575,1.0,Are surplus lines insurers subject to approval by ...
adaptive_fixed,Complex,0.6309297535714575,1.0,Are surplus lines insurers subject to approval by ...
qalf,Complex,0.6309297535714575,1.0,Are surplus lines insurers subject to approval by ...
vector_only,Simple,0.0,0.0,How many pages does the document have in total?...
fixed_rrf,Simple,0.0,0.0,How many pages does the document have in total?...
adaptive_fixed,Simple,0.0,0.0,How many pages does the document have in total?...
qalf,Simple,0.0,0.0,How many pages does the document have in total?...
vector_only,Simple,0.0,0.0,How many footnotes are there in this document?...
fixed_rrf,Simple,0.0,0.0,How many footnotes are there in this document?...
adaptive_fixed,Simple,0.0,0.0,How many footnotes are there in this document?...
qalf,Simple,0.0,0.0,How many footnotes are there in this document?...
vector_only,Simple,0.0,0.0,What is the main content of page 10 in the documen...
fixed_rrf,Simple,0.0,0.0,What is the main content of page 10 in the documen...
adaptive_fixed,Simple,0.0,0.0,What is the main content of page 10 in the documen...
qalf,Simple,0.0,0.0,What is the main content of page 10 in the documen...
vector_only,Simple,0.0,0.0,How many objectives are under the Bureau Goal 2?...
fixed_rrf,Simple,0.0,0.0,How many objectives are under the Bureau Goal 2?...
adaptive_fixed,Simple,0.0,0.0,How many objectives are under the Bureau Goal 2?...
qalf,Simple,0.0,0.0,How many objectives are under the Bureau Goal 2?...
vector_only,Simple,0.0,0.0,How many words are there in the document?...
fixed_rrf,Simple,0.0,0.0,How many words are there in the document?...
adaptive_fixed,Simple,0.0,0.0,How many words are there in the document?...
qalf,Simple,0.0,0.0,How many words are there in the document?...
vector_only,Simple,0.0,0.0,When was the document revised?...
fixed_rrf,Simple,0.0,0.0,When was the document revised?...
adaptive_fixed,Simple,0.0,0.0,When was the document revised?...
qalf,Simple,0.0,0.0,When was the document revised?...
vector_only,Complex,0.5,1.0,What are the grounds for the removal of Chicken Ma...
fixed_rrf,Complex,1.0,1.0,What are the grounds for the removal of Chicken Ma...
adaptive_fixed,Complex,1.0,1.0,What are the grounds for the removal of Chicken Ma...
qalf,Complex,1.0,1.0,What are the grounds for the removal of Chicken Ma...
vector_only,Simple,0.0,0.0,On which page does the document present the signat...
fixed_rrf,Simple,0.0,0.0,On which page does the document present the signat...
adaptive_fixed,Simple,0.0,0.0,On which page does the document present the signat...
qalf,Simple,0.0,0.0,On which page does the document present the signat...
vector_only,Simple,0.0,0.0,What is the main content of Section III?...
fixed_rrf,Simple,0.0,0.0,What is the main content of Section III?...
adaptive_fixed,Simple,0.0,0.0,What is the main content of Section III?...
qalf,Simple,0.0,0.0,What is the main content of Section III?...
vector_only,Simple,0.0,0.0,What types of payments will the employee receive u...
fixed_rrf,Simple,0.0,0.0,What types of payments will the employee receive u...
adaptive_fixed,Simple,0.0,0.0,What types of payments will the employee receive u...
qalf,Simple,0.0,0.0,What types of payments will the employee receive u...
vector_only,Simple,0.43067655807339306,1.0,Is disrupting terrorist financing a focus of the C...
fixed_rrf,Simple,0.5,1.0,Is disrupting terrorist financing a focus of the C...
adaptive_fixed,Simple,0.5,1.0,Is disrupting terrorist financing a focus of the C...
qalf,Simple,0.5,1.0,Is disrupting terrorist financing a focus of the C...
vector_only,Simple,0.0,0.0,"What page of the document outlines the ""Bureau Str..."
fixed_rrf,Simple,0.0,0.0,"What page of the document outlines the ""Bureau Str..."
adaptive_fixed,Simple,0.0,0.0,"What page of the document outlines the ""Bureau Str..."
qalf,Simple,0.0,0.0,"What page of the document outlines the ""Bureau Str..."
vector_only,Complex,0.6309297535714575,1.0,How does the Bureau plan to enhance its involvemen...
fixed_rrf,Complex,0.6309297535714575,1.0,How does the Bureau plan to enhance its involvemen...
adaptive_fixed,Complex,0.6309297535714575,1.0,How does the Bureau plan to enhance its involvemen...
qalf,Complex,0.0,0.0,How does the Bureau plan to enhance its involvemen...
vector_only,Complex,0.43067655807339306,1.0,Is the enhancement of CSO's competitiveness tied t...
fixed_rrf,Complex,1.0,1.0,Is the enhancement of CSO's competitiveness tied t...
adaptive_fixed,Complex,1.0,1.0,Is the enhancement of CSO's competitiveness tied t...
qalf,Complex,1.0,1.0,Is the enhancement of CSO's competitiveness tied t...
vector_only,Complex,0.6309297535714575,1.0,Is GTM collaborating with the Secretary’s Office o...
fixed_rrf,Complex,1.0,1.0,Is GTM collaborating with the Secretary’s Office o...
adaptive_fixed,Complex,1.0,1.0,Is GTM collaborating with the Secretary’s Office o...
qalf,Complex,1.0,1.0,Is GTM collaborating with the Secretary’s Office o...
vector_only,Complex,1.0,1.0,What is the purpose of DEIA barrier analyses that ...
fixed_rrf,Complex,1.0,1.0,What is the purpose of DEIA barrier analyses that ...
adaptive_fixed,Complex,1.0,1.0,What is the purpose of DEIA barrier analyses that ...
qalf,Complex,1.0,1.0,What is the purpose of DEIA barrier analyses that ...
vector_only,Simple,0.0,0.0,What page does the Bureau Strategic Framework sect...
fixed_rrf,Simple,0.0,0.0,What page does the Bureau Strategic Framework sect...
adaptive_fixed,Simple,0.0,0.0,What page does the Bureau Strategic Framework sect...
qalf,Simple,0.0,0.0,What page does the Bureau Strategic Framework sect...
vector_only,Complex,0.5,1.0,How many persons were convicted for money launderi...
fixed_rrf,Complex,0.5,1.0,How many persons were convicted for money launderi...
adaptive_fixed,Complex,0.5,1.0,How many persons were convicted for money launderi...
qalf,Complex,0.5,1.0,How many persons were convicted for money launderi...
vector_only,Complex,0.2890648263178879,1.0,"What does the abbreviation ""DHS/HSI"" refer to?..."
fixed_rrf,Complex,0.6309297535714575,1.0,"What does the abbreviation ""DHS/HSI"" refer to?..."
adaptive_fixed,Complex,0.6309297535714575,1.0,"What does the abbreviation ""DHS/HSI"" refer to?..."
qalf,Complex,0.6309297535714575,1.0,"What does the abbreviation ""DHS/HSI"" refer to?..."
vector_only,Complex,1.0,1.0,What are some common sources of laundered funds in...
fixed_rrf,Complex,1.0,1.0,What are some common sources of laundered funds in...
adaptive_fixed,Complex,1.0,1.0,What are some common sources of laundered funds in...
qalf,Complex,0.6309297535714575,1.0,What are some common sources of laundered funds in...
vector_only,Simple,0.6309297535714575,1.0,How does the paper propose to calculate the coeffi...
fixed_rrf,Simple,1.0,1.0,How does the paper propose to calculate the coeffi...
adaptive_fixed,Simple,1.0,1.0,How does the paper propose to calculate the coeffi...
qalf,Simple,1.0,1.0,How does the paper propose to calculate the coeffi...
vector_only,Complex,1.0,1.0,Is the OntoNotes4.0 dataset used for the Named Ent...
fixed_rrf,Complex,0.43067655807339306,1.0,Is the OntoNotes4.0 dataset used for the Named Ent...
adaptive_fixed,Complex,0.43067655807339306,1.0,Is the OntoNotes4.0 dataset used for the Named Ent...
qalf,Complex,0.43067655807339306,1.0,Is the OntoNotes4.0 dataset used for the Named Ent...
vector_only,Complex,1.0,1.0,Which model variant has the highest improvement in...
fixed_rrf,Complex,1.0,1.0,Which model variant has the highest improvement in...
adaptive_fixed,Complex,1.0,1.0,Which model variant has the highest improvement in...
qalf,Complex,1.0,1.0,Which model variant has the highest improvement in...
vector_only,Complex,0.6309297535714575,1.0,What data augmentation method resulted in the high...
fixed_rrf,Complex,1.0,1.0,What data augmentation method resulted in the high...
adaptive_fixed,Complex,1.0,1.0,What data augmentation method resulted in the high...
